RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6,15574012,Chu,645,Spain,Male,44,8,113755.78125,2,True,False,149756.703125,True
1439,15574068,Norman,504,Germany,Male,56,9,104217.296875,1,False,False,55857.48046875,True
4855,15574071,Muravyova,706,Germany,Male,23,2,93301.96875,2,False,True,127187.0390625,False
3306,15574072,Ch'ien,786,France,Female,62,8,0.0,1,True,True,165702.640625,False
8619,15574115,Shaw,656,Spain,Female,41,6,101179.2265625,2,True,True,35230.609375,False
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.9296875,1,True,True,152273.5625,False
3332,15574122,Tien,817,France,Male,34,5,129278.4296875,1,False,False,165562.84375,False
4853,15574137,Ch'in,687,Spain,Male,35,3,0.0,2,True,True,176450.1875,False
9433,15574142,Chuang,458,Germany,Female,28,2,171932.265625,2,True,True,9578.240234375,False
2148,15574167,Fox,665,France,Male,33,2,101286.109375,1,True,True,159840.515625,False
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.2109375,1,True,False,4721.2998046875,False
4540,15574206,Shillito,718,France,Female,37,7,0.0,2,True,True,55100.08984375,False
4216,15574213,Wilson,789,France,Female,53,1,158271.734375,1,True,True,5036.39013671875,True
6573,15574237,Hsueh,588,France,Female,21,8,0.0,2,True,True,110114.1875,False
6488,15574283,Padovano,580,France,Male,31,2,0.0,2,False,True,64014.23828125,False
3578,15574296,Kambinachi,757,France,Male,23,2,80673.9609375,2,True,False,93991.6484375,False
3022,15574305,T'ang,680,France,Male,36,3,116275.1171875,1,True,True,63795.80078125,False
2627,15574324,Genovese,568,Germany,Female,29,2,129177.0078125,2,False,True,104617.9921875,False
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.8125,1,False,True,24765.529296875,True
4707,15574352,Clogstoun,850,France,Male,43,4,161256.53125,1,True,True,140071.5625,False
6434,15574369,Bianchi,415,Spain,Male,53,5,167259.4375,1,True,True,22357.25,False
3265,15574372,Hoolan,738,France,Male,35,5,161274.046875,2,True,False,181429.875,False
9919,15574480,Ubanwa,652,Spain,Male,31,1,132862.59375,1,False,False,158054.484375,False
9829,15574523,Cheng,576,France,Male,39,1,0.0,2,True,True,68814.2265625,False
8794,15574554,Pugh,537,Germany,Male,66,8,103291.25,2,True,True,130664.7890625,False
6063,15574558,Gunter,718,Spain,Male,32,8,0.0,2,True,True,41399.328125,False
9886,15574584,Fang,670,France,Male,33,8,126679.6875,1,True,True,39451.08984375,False
9295,15574608,Sidorova,713,France,Male,36,8,133889.34375,1,True,True,143265.65625,False
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,True,False,40721.23828125,True
9026,15574743,Chiu,577,Spain,Male,29,2,0.0,1,True,True,168924.40625,False
4965,15574761,Lynch,466,France,Female,41,3,33563.94921875,2,True,False,178994.125,True
1892,15574783,Perkins,584,France,Female,37,1,0.0,2,True,True,180363.5625,False
5884,15574795,Lombardo,495,France,Female,38,2,63093.01171875,1,True,True,47089.71875,False
8476,15574830,Townsley,633,Germany,Male,58,2,128137.421875,2,True,False,147635.328125,True
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.421875,3,True,True,199357.234375,False
8503,15574858,Page,530,France,Male,37,8,0.0,2,True,True,287.989990234375,False
4925,15574868,Lowell,792,Germany,Male,36,5,115725.2421875,2,False,False,1871.25,False
1726,15574879,Wright,631,Germany,Female,37,2,121801.71875,2,False,True,23146.619140625,False
2416,15574886,Palerma,706,France,Male,32,6,94486.46875,1,True,True,146949.734375,False
2674,15574910,Ferguson,601,France,Male,50,2,115625.0703125,1,True,False,185855.203125,False
1869,15574947,Cartwright,656,France,Male,36,8,97786.078125,2,False,True,21478.359375,False
3123,15575002,Ferguson,676,France,Male,29,4,140720.9375,1,True,False,36221.1796875,False
668,15575024,Uwaezuoke,503,France,Male,29,3,0.0,2,True,True,143954.984375,False
6383,15575060,Gardner,797,France,Male,24,5,0.0,2,True,False,182257.609375,False
3318,15575119,Hughes,779,France,Male,71,3,0.0,2,True,True,146895.359375,True
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.7421875,2,True,True,67311.1171875,False
8413,15575147,Wall,699,France,Male,22,9,99339.0,1,True,False,68297.609375,True
79,15575185,Bushell,757,Spain,Male,33,5,77253.21875,1,False,True,194239.625,False
2760,15575214,Ch'en,709,France,Male,37,7,0.0,1,True,False,159486.765625,False
7115,15575243,Gorbunova,764,France,Female,39,1,129068.5390625,2,True,True,187905.125,False
3223,15575247,Cartwright,524,France,Male,30,1,0.0,2,True,False,126812.8515625,False
8819,15575391,Claypool,677,France,Female,37,3,0.0,2,True,True,38252.25,False
6635,15575399,Somadina,480,France,Female,42,1,152160.203125,2,True,False,101778.8984375,False
1657,15575409,Rozhkova,581,Germany,Male,31,6,116891.71875,1,True,False,107137.296875,False
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.3515625,2,True,False,118358.5390625,False
1332,15575417,Chou,849,Germany,Male,37,7,143452.734375,2,True,True,17294.119140625,False
5738,15575428,Mistry,682,Germany,Female,35,2,117438.921875,2,True,True,16910.98046875,False
7530,15575430,Robson,579,France,Female,33,1,118392.75,1,True,True,157564.75,False
7180,15575438,Pease,613,France,Male,42,7,115076.0625,1,True,True,79323.609375,False
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.515625,1,False,False,6936.27001953125,False
9320,15575486,Okoli,529,France,Female,27,1,0.0,2,True,True,37769.98046875,False
129,15575492,Kennedy,828,France,Female,41,7,0.0,2,True,False,171378.765625,False
4795,15575498,Gould,705,France,Female,39,5,149379.65625,2,True,False,96075.546875,False
5292,15575510,Milanesi,659,France,Female,32,2,155584.203125,1,False,True,153662.875,False
1147,15575581,Dickson,614,Germany,Female,30,3,131344.515625,2,True,False,54776.640625,False
7086,15575605,Napolitano,725,France,Male,38,6,0.0,2,True,True,158697.28125,False
6868,15575619,Teakle,656,Spain,Female,32,1,104254.2734375,1,True,True,17034.369140625,False
6095,15575623,Simpson,589,France,Female,31,10,110635.3203125,1,True,False,148218.859375,False
3982,15575676,Chung,638,France,Male,24,1,0.0,2,False,True,162597.15625,False
6300,15575679,Lori,590,France,Male,24,7,126431.5390625,1,True,False,58781.109375,False
4064,15575691,Palerma,689,France,Female,58,5,0.0,2,False,True,49848.859375,False
2997,15575694,Yobachukwu,729,Spain,Female,45,7,91091.0625,2,True,False,71133.1171875,False
3901,15575748,Conti,809,France,Male,36,9,68881.59375,2,False,True,109135.109375,False
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37109375,1,True,False,109638.78125,True
4872,15575858,Bergamaschi,763,France,Male,40,3,0.0,2,True,False,134281.109375,False
836,15575883,Manna,559,France,Male,34,2,137390.109375,2,True,False,9677.0,False
4902,15575935,Baxter,673,France,Male,59,0,178058.0625,2,False,True,21063.7109375,True
4416,15575955,Lujan,764,France,Female,24,0,0.0,2,True,False,88724.4921875,False
6609,15576000,Chibueze,765,France,Male,40,6,138033.546875,1,True,True,67972.453125,False
8717,15576022,Nwachinemelu,565,France,Male,38,5,0.0,2,False,True,80630.3203125,False
2799,15576044,Macdonald,579,Germany,Male,28,6,150329.15625,1,True,False,145558.421875,False
9120,15576065,Sims,731,Spain,Female,40,5,171325.984375,1,True,True,159718.265625,True
8180,15576077,Kelly,610,France,Female,27,9,159561.9375,1,False,True,103381.46875,False
1809,15576085,Stone,739,France,Male,41,5,0.0,2,False,False,143882.25,False
3889,15576094,Sung,743,France,Male,71,0,0.0,2,False,True,29837.650390625,False
8048,15576111,Reagan,734,Germany,Male,33,5,121898.578125,1,True,False,61829.890625,False
8677,15576124,Muravyova,582,France,Male,41,1,40488.76171875,1,True,False,128528.828125,False
2743,15576126,Young,649,France,Female,41,2,125785.2265625,1,True,True,70523.921875,False
7821,15576131,Phillips,666,France,Male,40,5,0.0,2,True,False,147878.046875,False
5110,15576156,Abazu,710,Spain,Female,28,6,0.0,1,True,False,48426.98046875,False
1349,15576162,King,615,France,Male,32,7,92199.84375,1,True,True,2755.530029296875,False
3670,15576185,Sinclair,653,France,Male,29,2,0.0,2,True,True,41671.80859375,False
6366,15576196,Benson,743,Spain,Female,48,5,118207.6875,2,False,False,186489.140625,True
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.7578125,1,True,False,79555.078125,True
3050,15576219,Cameron,615,France,Male,32,4,0.0,2,True,True,6225.6298828125,False
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,True,True,129892.9296875,False
3396,15576263,Clements,759,France,Female,22,5,0.0,1,True,False,22303.169921875,False
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,True,False,62030.05859375,False
6197,15576304,Bailey,698,France,Male,29,5,95167.546875,1,True,True,152723.234375,False
429,15576313,Wei,486,Germany,Female,40,9,71340.09375,1,True,False,76192.2109375,False
583,15576352,Revell,586,Spain,Female,57,3,0.0,2,False,True,6057.81005859375,False
2826,15576360,Ch'iu,600,France,Male,40,1,141136.796875,1,True,True,67803.828125,False
671,15576368,Bledsoe,624,Germany,Female,48,3,122388.3828125,2,False,False,30020.08984375,False
1582,15576517,Everingham,445,Germany,Female,34,7,131082.171875,2,True,True,70618.0,False
8034,15576526,Steele,850,Spain,Male,36,6,0.0,2,False,True,41291.05078125,False
4731,15576550,Ugochukwu,619,Spain,Female,38,1,0.0,1,True,False,112442.6328125,True
1314,15576602,Lawrence,809,France,Male,38,3,0.0,2,True,True,80061.3125,False
9854,15576615,Giordano,719,Spain,Male,37,10,145382.609375,1,True,False,80408.59375,False
506,15576623,Outlaw,584,France,Male,31,5,0.0,2,True,False,31474.26953125,False
5231,15576641,Crawford,733,Germany,Male,40,5,125725.0234375,2,True,True,50783.1015625,False
1913,15576644,Lin,687,Germany,Female,29,4,78939.1484375,1,True,False,122134.5625,True
1595,15576676,Serrano,706,Germany,Female,28,6,124923.3515625,2,True,True,50299.140625,False
7598,15576680,Stevenson,736,France,Male,29,4,0.0,2,False,False,51705.01171875,False
1336,15576683,Yin,568,Spain,Female,43,9,0.0,1,True,False,125870.7890625,True
6695,15576706,Ajuluchukwu,651,Germany,Male,37,9,114453.578125,1,False,True,175820.90625,False
1578,15576714,Manna,687,Spain,Female,21,8,0.0,2,True,True,154767.34375,False
2667,15576723,Ts'ai,740,France,Female,37,7,0.0,2,True,True,194270.90625,False
4688,15576745,Fyodorov,769,France,Male,48,2,96542.15625,2,False,True,197885.71875,False
2682,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.0625,2,False,False,196142.265625,False
5639,15576774,Stevenson,729,France,Female,38,7,0.0,2,False,False,45779.8984375,False
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.3984375,3,True,True,104722.46875,True
3405,15576928,Walsh,573,France,Female,23,2,0.0,1,True,False,122964.1796875,False
6274,15576935,Ampt,743,Spain,Male,43,2,161807.1875,2,False,True,93228.859375,True
2306,15576945,Clements,582,France,Male,29,0,0.0,1,True,False,142516.34375,False
8161,15576990,Taplin,790,Germany,Female,25,5,152885.765625,1,True,False,58214.7890625,False
8614,15577018,Tsao,684,Germany,Female,26,2,114035.390625,1,False,False,96885.1875,False
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.6484375,2,True,False,107948.71875,False
2057,15577078,Zakharov,539,Spain,Male,38,6,0.0,1,True,True,152880.0625,True
8360,15577107,Milne,657,Spain,Female,22,6,0.0,3,False,True,168412.0625,True
6988,15577170,Manfrin,532,France,Male,60,5,76705.8671875,2,False,True,13889.73046875,False
2967,15577178,Genovese,511,France,Male,45,5,68375.2734375,1,True,False,193160.25,True
1508,15577274,Genovese,549,Germany,Female,43,3,134985.65625,1,True,False,6101.41015625,False
6123,15577313,Lionel,619,France,Male,44,3,116967.6796875,1,True,False,5075.169921875,True
8201,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,True,False,121964.4609375,True
7971,15577398,Ch'eng,850,France,Male,30,6,86449.390625,1,True,True,188809.234375,False
6111,15577402,Grant,593,France,Male,31,9,0.0,2,False,True,20492.16015625,False
6429,15577423,Mosley,627,Germany,Female,39,5,124586.9296875,1,True,False,93132.609375,True
1040,15577478,Ch'iu,714,France,Female,72,3,0.0,1,True,True,86733.609375,False
3259,15577514,Mai,698,Germany,Female,36,7,121263.6171875,1,True,True,13387.8798828125,False
7145,15577515,Sung,554,Germany,Female,55,0,108477.2734375,1,False,True,140003.0,True
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.2265625,1,True,True,41730.37109375,True
8630,15577598,Chiang,651,Spain,Male,23,4,115636.046875,2,True,False,70400.859375,False
21,15577657,McDonald,732,France,Male,41,8,0.0,2,True,True,170886.171875,False
5731,15577683,Maclean,539,France,Female,29,4,0.0,2,True,True,100919.1875,False
9884,15577695,Zito,678,France,Male,41,2,148088.109375,1,True,False,14083.1201171875,False
3700,15577700,Rapuokwu,749,France,Male,37,10,185063.703125,2,True,True,134526.875,False
4279,15577751,Pisano,759,Germany,Male,30,4,101802.671875,1,False,False,8693.7998046875,False
7399,15577771,Akabueze,453,Germany,Female,40,1,111524.4921875,1,True,True,120373.84375,True
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84375,1,True,True,192154.65625,False
3849,15577831,Byrne,560,Germany,Male,41,4,152532.296875,1,False,False,10779.6904296875,False
8747,15577905,Hammond,660,France,Male,34,8,106486.65625,2,False,True,182262.65625,False
9430,15577913,Oliver,651,France,Female,32,8,144581.953125,1,True,True,87609.5,False
4325,15577970,Alexeeva,489,France,Male,34,5,0.0,1,False,False,43540.58984375,False
4601,15577985,Chinomso,574,France,Female,34,5,112324.453125,2,True,True,17993.4296875,False
6806,15577988,Skinner,614,France,Female,35,1,0.0,2,True,True,3342.6201171875,False
3720,15577999,Sleeman,850,France,Female,62,1,124678.3515625,1,True,False,70916.0,True
3034,15578006,Yao,787,France,Female,85,10,0.0,2,True,True,116537.9609375,False
407,15578045,Mitchell,538,Spain,Female,49,9,141434.046875,1,False,False,173779.25,True
5580,15578073,Barker,686,Spain,Male,22,8,0.0,2,False,False,142331.84375,False
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,False,False,103563.2265625,False
9675,15578098,Jamieson,600,France,Male,31,8,0.0,2,True,True,121555.5078125,False
8031,15578141,Chien,592,Spain,Male,38,3,0.0,1,True,True,12905.8896484375,True
8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.828125,1,True,True,56897.1015625,False
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.9921875,2,True,False,144995.328125,False
3754,15578211,Connolly,777,France,Male,23,6,0.0,2,True,True,163225.484375,False
5344,15578238,Calabrese,727,France,Male,47,7,0.0,2,True,False,193305.34375,False
3374,15578251,Fang,644,France,Male,37,2,186347.96875,2,True,False,92809.7265625,False
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.3828125,1,True,False,138510.015625,True
5876,15578307,Lucchese,512,France,Female,33,6,121685.3125,2,True,True,83681.96875,False
3595,15578369,Chiedozie,652,Germany,Female,37,9,145219.296875,1,True,False,159132.828125,False
9877,15578374,Gilroy,620,Spain,Male,36,7,169312.71875,1,True,False,45414.08984375,False
5519,15578375,Farrell,628,France,Male,39,6,0.0,2,False,False,134441.59375,False
4476,15578435,Langlands,640,France,Male,40,8,110340.6796875,1,True,True,157886.59375,False
4257,15578462,Hs?,596,Spain,Female,76,9,134208.25,1,True,True,13455.4296875,False
1229,15578515,Osinachi,659,France,Female,38,3,0.0,2,True,False,158553.09375,False
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.140625,1,True,True,145900.890625,False
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.3671875,1,False,False,138192.984375,True
4725,15578648,Marino,543,Germany,Male,49,6,59532.1796875,1,True,False,104253.5625,False
8795,15578671,Webb,706,Spain,Female,29,1,209490.203125,1,True,True,133267.6875,True
7341,15578722,Bradley,689,France,Male,39,4,0.0,2,True,False,196112.453125,False
3064,15578738,Tuan,609,France,Male,32,7,71872.1875,1,True,True,151924.90625,False
8407,15578747,Chineze,701,Spain,Male,26,5,83600.2421875,1,False,True,59195.05078125,False
722,15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,True,True,177683.015625,True
4664,15578783,Mai,620,Germany,Male,35,0,76989.96875,1,True,True,17242.7890625,False
8919,15578787,Goddard,641,France,Female,52,4,0.0,1,True,False,90964.5390625,True
8714,15578788,Bibi,786,Spain,Male,40,6,0.0,2,False,False,41248.80078125,False
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73046875,1,True,True,192072.09375,True
2536,15578809,Hao,651,Germany,Male,40,1,134760.203125,2,False,False,174434.0625,True
2453,15578825,Golubev,734,France,Female,29,0,139994.65625,1,True,False,17744.720703125,False
8824,15578835,Brookes,675,Spain,Female,50,1,133204.90625,1,False,True,8270.0595703125,False
9925,15578865,Palerma,632,Germany,Female,50,5,107959.390625,1,True,True,6985.33984375,True
1196,15578866,Hughes,676,France,Female,43,2,0.0,1,True,True,55119.53125,False
9802,15578878,Hancock,569,Spain,Female,30,3,139528.234375,1,True,True,33230.37109375,False
2087,15578908,Todd,725,Spain,Female,32,0,0.0,2,True,True,138525.1875,False
716,15578977,Robinson,786,France,Male,34,9,0.0,2,True,False,144517.1875,False
813,15578980,Piazza,516,Spain,Female,33,3,0.0,2,True,True,58685.58984375,False
6402,15579040,Hs?,556,France,Female,46,10,0.0,2,False,False,109184.2421875,False
1409,15579062,Chu,707,France,Male,32,9,0.0,2,False,False,30807.01953125,False
8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.7890625,1,True,True,184754.265625,False
6954,15579109,Napolitano,574,Germany,Male,35,5,163856.765625,1,True,True,15118.2001953125,False
4480,15579112,Gibson,598,France,Male,47,2,0.0,2,True,True,186116.546875,False
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84375,1,True,False,181499.765625,True
8968,15579131,Ricci,835,France,Male,25,7,0.0,2,True,True,83449.6484375,False
2289,15579166,Munro,619,France,Female,30,7,70729.171875,1,True,True,160948.875,False
8322,15579183,Spaull,586,France,Male,64,1,0.0,2,True,True,53710.23046875,False
9086,15579189,Mitchell,690,France,Female,42,5,0.0,2,False,True,120512.078125,False
8522,15579207,Watkins,545,France,Male,37,3,91184.0078125,1,True,False,105476.6484375,False
2276,15579208,Chikezie,550,France,Female,48,6,0.0,2,True,True,191870.28125,False
3247,15579212,Chuang,638,France,Male,57,6,0.0,1,True,False,33676.48046875,True
6691,15579223,Niu,573,Germany,Male,30,8,127406.5,1,True,False,192950.59375,False
2850,15579262,Shearston,497,France,Male,41,9,0.0,1,False,False,22074.48046875,False
